100,12053
110,10656
120,9522.1
130,8586.2
140,7801.9
150,7136.3
160,6565.1
170,6070.3
180,5638
190,5257.4
200,4920.2
210,4619.5
220,4349.9
230,4107
240,3887.2
250,3687.4
260,3505.1
270,3338.2
280,3184.9
290,3043.7
300,2913.2
310,2792.3
320,2680.1
330,2575.6
340,2478.1
350,2386.9
360,2301.6
370,2221.5
380,2146.2
390,2075.4
400,2008.6
410,1945.5
420,1885.8
430,1829.3
440,1775.7
450,1724.9
460,1676.6
470,1630.6
480,1586.9
490,1545.1
500,1505.3
510,1467.3
520,1430.9
530,1396.1
540,1362.8
550,1330.8
560,1300.2
570,1270.8
580,1242.5
590,1215.4
600,1189.3
610,1164.1
620,1139.9
630,1116.6
640,1094.1
650,1072.4
660,1051.4
670,1031.2
680,1011.6
690,992.71
700,974.41
710,956.71
720,939.57
730,922.97
740,906.88
750,891.28
760,876.15
770,861.47
780,847.22
790,833.39
800,819.95
810,806.89
820,794.19
830,781.85
840,769.84
850,758.15
860,746.77
870,735.7
880,724.91
890,714.4
900,704.16
910,694.17
920,684.43
930,674.94
940,665.67
950,656.63
960,647.8
970,639.18
980,630.76
990,622.54
1000,614.5
1010,606.65
1020,598.98
1030,591.47
1040,584.13
1050,576.95
1060,569.92
1070,563.05
1080,556.32
1090,549.73
1100,543.28
1110,536.96
1120,530.77
1130,524.71
1140,518.77
1150,512.94
1160,507.24
1170,501.64
1180,496.15
1190,490.77
1200,485.49
1210,480.31
1220,475.23
1230,470.24
1240,465.34
1250,460.54
1260,455.82
1270,451.18
1280,446.63
1290,442.16
1300,437.77
1310,433.46
1320,429.22
1330,425.05
1340,420.95
1350,416.93
1360,412.97
1370,409.08
1380,405.25
1390,401.49
1400,397.78
1410,394.14
1420,390.56
1430,387.03
1440,383.56
1450,380.14
1460,376.78
1470,373.47
1480,370.21
1490,367.01
1500,363.85
1510,360.73
1520,357.67
1530,354.65
1540,351.68
1550,348.75
1560,345.86
1570,343.02
1580,340.21
1590,337.45
1600,334.73
1610,332.04
1620,329.39
1630,326.78
1640,324.21
1650,321.67
1660,319.17
1670,316.7
1680,314.27
1690,311.87
1700,309.5
1710,307.16
1720,304.85
1730,302.58
1740,300.33
1750,298.12
1760,295.93
1770,293.77
1780,291.64
1790,289.53
1800,287.46
1810,285.41
1820,283.38
1830,281.38
1840,279.4
1850,277.45
1860,275.53
1870,273.62
1880,271.74
1890,269.89
1900,268.05
1910,266.24
1920,264.45
1930,262.68
1940,260.93
1950,259.2
1960,257.49
1970,255.81
1980,254.14
1990,252.49
2000,250.86
2010,249.25
2020,247.65
2030,246.08
2040,244.52
2050,242.98
