2060,241.45
2070,239.95
2080,238.46
2090,236.98
2100,235.53
2110,234.08
2120,232.66
2130,231.25
2140,229.85
2150,228.47
2160,227.1
2170,225.75
2180,224.42
2190,223.09
2200,221.78
2210,220.49
2220,219.2
2230,217.93
2240,216.68
2250,215.43
2260,214.2
2270,212.98
2280,211.78
2290,210.58
2300,209.4
2310,208.23
2320,207.07
2330,205.92
2340,204.78
2350,203.66
2360,202.54
2370,201.44
2380,200.35
2390,199.26
2400,198.19
2410,197.13
2420,196.08
2430,195.03
2440,194
2450,192.98
2460,191.96
2470,190.96
2480,189.97
2490,188.98
2500,188
2510,187.04
2520,186.08
2530,185.13
2540,184.19
2550,183.25
2560,182.33
2570,181.41
2580,180.5
2590,179.6
2600,178.71
2610,177.83
2620,176.95
2630,176.08
2640,175.22
2650,174.36
2660,173.52
2670,172.68
2680,171.85
2690,171.02
2700,170.2
2710,169.39
2720,168.59
2730,167.79
2740,167
2750,166.21
2760,165.43
2770,164.66
2780,163.9
2790,163.14
2800,162.39
2810,161.64
2820,160.9
2830,160.16
2840,159.44
2850,158.71
2860,158
2870,157.29
2880,156.58
2890,155.88
2900,155.19
2910,154.5
2920,153.81
2930,153.13
2940,152.46
2950,151.79
2960,151.13
2970,150.47
2980,149.82
2990,149.17
3000,148.53
3010,147.89
3020,147.26
3030,146.63
3040,146.01
3050,145.39
3060,144.78
3070,144.17
3080,143.56
3090,142.96
3100,142.37
3110,141.78
3120,141.19
3130,140.61
3140,140.03
3150,139.45
3160,138.88
3170,138.32
3180,137.76
3190,137.2
3200,136.64
3210,136.09
3220,135.55
3230,135.01
3240,134.47
3250,133.93
3260,133.4
3270,132.88
3280,132.35
3290,131.83
3300,131.32
3310,130.8
3320,130.29
3330,129.79
3340,129.29
3350,128.79
3360,128.29
3370,127.8
3380,127.31
3390,126.83
3400,126.35
3410,125.87
3420,125.39
3430,124.92
3440,124.45
3450,123.98
3460,123.52
3470,123.06
3480,122.6
3490,122.15
3500,121.7
3510,121.25
3520,120.81
3530,120.36
3540,119.92
3550,119.49
3560,119.05
3570,118.62
3580,118.2
3590,117.77
3600,117.35
3610,116.93
3620,116.51
3630,116.1
3640,115.68
3650,115.27
3660,114.87
3670,114.46
3680,114.06
3690,113.66
3700,113.26
3710,112.87
3720,112.48
3730,112.09
3740,111.7
3750,111.32
3760,110.93
3770,110.55
3780,110.18
3790,109.8
3800,109.43
3810,109.06
3820,108.69
3830,108.32
3840,107.96
3850,107.59
3860,107.23
3870,106.88
3880,106.52
3890,106.17
3900,105.81
3910,105.46
3920,105.12
3930,104.77
3940,104.43
3950,104.09
3960,103.75
3970,103.41
3980,103.07
3990,102.74
4000,102.41
4010,102.08
4020,101.75
4030,101.42
4040,101.1
4050,100.78
4060,100.46
4070,100.14
4080,99.819
4090,99.504
4100,99.19
4110,98.878
4120,98.568
4130,98.26
4140,97.953
4150,97.648
4160,97.345
4170,97.043
4180,96.743
4190,96.445
4200,96.148
4210,95.853
4220,95.56
4230,95.268
4240,94.978
4250,94.689
4260,94.402
4270,94.116
4280,93.832
4290,93.549
4300,93.268
4310,92.989
4320,92.71
4330,92.434
4340,92.159
4350,91.885
4360,91.612
4370,91.342
4380,91.072
4390,90.804
4400,90.537
4410,90.272
4420,90.008
4430,89.746
4440,89.485
4450,89.225
4460,88.966
4470,88.709
4480,88.453
4490,88.199
4500,87.945
4510,87.693
4520,87.443
4530,87.193
4540,86.945
4550,86.698
4560,86.453
4570,86.208
4580,85.965
4590,85.723
4600,85.482
4610,85.242
4620,85.004
4630,84.767
4640,84.531
4650,84.296
4660,84.062
4670,83.83
4680,83.598
4690,83.368
4700,83.139
4710,82.911
4720,82.684
4730,82.458
4740,82.233
4750,82.009
4760,81.787
4770,81.565
4780,81.345
4790,81.125
4800,80.907
4810,80.689
4820,80.473
4830,80.258
4840,80.043
4850,79.83
4860,79.618
4870,79.407
4880,79.196
4890,78.987
4900,78.779
4910,78.572
4920,78.365
4930,78.16
4940,77.955
4950,77.752
4960,77.549
4970,77.348
4980,77.147
4990,76.947
5000,76.748
