1000	800
1000	800
1000	800
1000	799
1000	799
1000	797
1000	796
1000	796
1000	796
1000	795
1000	795
1000	795
1000	795
1000	795
1000	792
1000	792
1000	792
1000	792
1000	791
1000	791
1000	791
1000	791
999	790
999	790
999	789
999	789
999	789
999	789
999	789
998	788
998	788
998	788
998	788
998	787
998	786
998	786
997	786
997	785
997	785
997	785
997	784
997	784
997	783
997	783
997	783
997	781
997	781
997	781
997	780
997	779
997	779
997	779
997	778
997	777
997	777
996	777
996	777
995	777
995	775
995	774
995	774
995	774
995	774
995	774
995	773
995	773
995	773
995	773
995	771
994	771
993	771
993	770
993	769
993	769
993	769
993	769
992	769
992	768
992	768
991	768
991	768
991	768
991	768
991	768
991	768
991	767
991	767
991	767
991	767
991	767
991	766
991	766
991	766
991	765
991	765
991	764
991	764
991	764
990	763
990	762
990	762
989	762
989	762
989	762
989	762
989	762
989	762
989	762
989	762
989	762
989	762
988	761
988	760
988	760
988	760
988	759
987	758
987	757
987	757
987	757
987	757
987	757
986	755
986	755
986	755
986	755
986	755
986	755
985	754
985	754
985	754
985	754
985	753
985	753
984	752
984	751
984	751
984	750
984	750
984	750
984	750
984	750
984	749
984	749
984	749
984	749
984	749
984	749
984	749
984	748
984	747
984	747
984	747
984	747
984	747
984	747
984	747
984	747
984	747
984	747
984	747
984	746
984	746
984	746
984	746
983	745
982	745
982	744
982	744
982	744
982	743
981	743
981	743
981	743
980	743
980	743
979	743
979	743
979	743
979	743
979	742
979	742
979	742
979	742
978	742
978	742
978	742
978	742
978	742
978	742
978	742
977	740
977	740
977	739
977	739
976	739
976	739
976	739
976	739
975	739
975	738
975	738
975	737
975	736
975	736
975	736
975	736
975	736
975	736
975	735
975	735
975	734
975	734
975	734
975	734
975	733
975	732
975	731
975	731
975	731
974	730
974	730
973	730
973	730
972	729
971	728
971	728
971	728
971	728
971	728
971	728
971	727
971	727
970	727
970	727
969	727
969	727
969	725
969	725
969	725
969	725
969	725
969	724
969	724
969	724
968	724
967	723
966	723
966	722
966	722
966	722
966	722
966	722
966	720
966	720
966	720
